Timestamp,EMAs,RSI,MACD,PRM,std,total
2025-02-12 17:26:28,-0.6,1,2,1,-0.1,3.3
2025-02-12 17:28:50,-0.6,1,2,1,-0.1,3.3
2025-02-12 17:29:28,-0.6,1,2,1,-0.09,3.31
2025-02-12 17:31:06,-0.6,2,2,1,-0.09,4.31
2025-02-12 17:33:10,-0.6,2,2,1,-0.11,4.29
