Timestamp,EMAs,RSI,MACD,PRM,std,total
2025-02-12 17:13:10,2.6,-2,1,1,-0.09,2.51
2025-02-12 17:26:02,3.0,2,1,1,0.16,7.16
2025-02-12 17:28:37,3.0,2,1,1,0.27,7.27
2025-02-12 17:30:52,2.6,2,1,1,0.33,6.93
